"Fotografin","Architekt, Künstler","Bezeichnung Gebäude/Ort","Ortsangabe, Straßenangabe","Systematik","Besitz","Dateiname","Anzahl Kontaktabzüge je Karteikarte","Datum der Inventarisierung","Creditline","Motiv Inhalt","Entstehungsjahr","original_filename","flickr_id","url_t","url_s","url_sq","url_m","url_o","pathalias","title","Breitengrad","Längengrad","Radius "
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansicht","Berlin, Mitte, Alexanderstraße/Grunerstraße","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150958.jpg",2,"03/15/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Wohnhäuser in gestaffelter Anordnung
Neubau
Plattenbau QP
Omnibus
Kongresshalle
Einfahrt zum Fahrzeugtunnel Grunerstraße",1970,"150958.jpg",13561172895,"https://farm4.staticflickr.com/3727/13561172895_13efa89fec_t.jpg","https://farm4.staticflickr.com/3727/13561172895_13efa89fec_m.jpg","https://farm4.staticflickr.com/3727/13561172895_13efa89fec_s.jpg","https://farm4.staticflickr.com/3727/13561172895_13efa89fec.jpg","https://farm4.staticflickr.com/3727/13561172895_c689a71801_o.jpg","okfde",150958,"52.522002","13.416183",50
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansicht","Berlin, Mitte, Alexanderstraße","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150962.jpg",2,"03/15/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Wohnhäuser in gestaffelter Anordnung
Neubau
Plattenbau QP
Kongresshalle in Ausführung
Baustelle
Baugerüst
Bauzaun
Bauwagen
Bauschuppen",1963,"150962.jpg",13561234983,"https://farm4.staticflickr.com/3701/13561234983_4716985181_t.jpg","https://farm4.staticflickr.com/3701/13561234983_4716985181_m.jpg","https://farm4.staticflickr.com/3701/13561234983_4716985181_s.jpg","https://farm4.staticflickr.com/3701/13561234983_4716985181.jpg","https://farm4.staticflickr.com/3701/13561234983_72a4cf209b_o.jpg","okfde",150962,"52.522002","13.416183",50
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansicht","Berlin, Mitte, Alexanderstraße","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150965.jpg",4,"03/15/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Wohnhäuser in gestaffelter Anordnung
Neubau
Plattenbau QP
Kongresshalle in Ausführung
Baustelle
Baugerüst
Bauzaun
Bauwagen
Bauschuppen
Gleise mit Straßenbahn",1962,"150965.jpg",13561522014,"https://farm3.staticflickr.com/2876/13561522014_b103b88175_t.jpg","https://farm3.staticflickr.com/2876/13561522014_b103b88175_m.jpg","https://farm3.staticflickr.com/2876/13561522014_b103b88175_s.jpg","https://farm3.staticflickr.com/2876/13561522014_b103b88175.jpg","https://farm3.staticflickr.com/2876/13561522014_301b5b1fe1_o.jpg","okfde",150965,"52.521522","13.415721",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
 ","Straßenansichten","Berlin, Mitte, Clara-Zetkin-Straße (ab 1995 Dorotheenstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152076.jpg",4,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau
Postscheckamt
Betriebsgaststätte
Großgaststätte (Architekt: Kollektiv Heinz Mehlan)
Freifläche
Grünfläche
Sitzbänke
Blumenkübel",1966,"152076.jpg",13561224913,"https://farm4.staticflickr.com/3717/13561224913_fd663bffd0_t.jpg","https://farm4.staticflickr.com/3717/13561224913_fd663bffd0_m.jpg","https://farm4.staticflickr.com/3717/13561224913_fd663bffd0_s.jpg","https://farm4.staticflickr.com/3717/13561224913_fd663bffd0.jpg","https://farm4.staticflickr.com/3717/13561224913_81655acbee_o.jpg","okfde",152076,"52.518591","13.386828",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
 ","Straßenansichten","Berlin, Mitte, Clara-Zetkin-Straße (ab 1995 Dorotheenstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152078.jpg",3,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau
Postscheckamt
Betriebsgaststätte
Großgaststätte (Architekt: Kollektiv Heinz Mehlan)
Freifläche
Grünfläche
Brandwand
Im Hintergrund Altbauten: u.a. Universitätsinstitute
Parkplatz
PKW
Motorroller",1968,"152078.jpg",13561153195,"https://farm8.staticflickr.com/7046/13561153195_6347713975_t.jpg","https://farm8.staticflickr.com/7046/13561153195_6347713975_m.jpg","https://farm8.staticflickr.com/7046/13561153195_6347713975_s.jpg","https://farm8.staticflickr.com/7046/13561153195_6347713975.jpg","https://farm8.staticflickr.com/7046/13561153195_995198bef8_o.jpg","okfde",152078,"52.518591","13.386828",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
 ","Straßenansichten","Berlin, Mitte, Clara-Zetkin-Straße (ab 1995 Dorotheenstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152079.jpg",3,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Betriebsgaststätte
Großgaststätte (Architekt: Kollektiv Heinz Mehlan)
Freifläche
Grünfläche
Brandwand
Baustelle
Baugerüst",1965,"152079.jpg",13561148395,"https://farm8.staticflickr.com/7350/13561148395_2cf433ec79_t.jpg","https://farm8.staticflickr.com/7350/13561148395_2cf433ec79_m.jpg","https://farm8.staticflickr.com/7350/13561148395_2cf433ec79_s.jpg","https://farm8.staticflickr.com/7350/13561148395_2cf433ec79.jpg","https://farm8.staticflickr.com/7350/13561148395_8a87466bb7_o.jpg","okfde",152079,"52.518591","13.386828",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
 ","Straßenansichten","Berlin, Mitte, Clara-Zetkin-Straße (ab 1995 Dorotheenstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152082.jpg",4,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Betriebsgaststätte
Großgaststätte (Architekt: Kollektiv Heinz Mehlan)
Freifläche
Grünfläche
Passanten
Straßenlaternen
Blumenkübel
PKW Wartburg",1967,"152082.jpg",13561142455,"https://farm4.staticflickr.com/3675/13561142455_6720911d13_t.jpg","https://farm4.staticflickr.com/3675/13561142455_6720911d13_m.jpg","https://farm4.staticflickr.com/3675/13561142455_6720911d13_s.jpg","https://farm4.staticflickr.com/3675/13561142455_6720911d13.jpg","https://farm4.staticflickr.com/3675/13561142455_340efc0453_o.jpg","okfde",152082,"52.518591","13.386828",50
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansichten","Berlin, Mitte, Fischerinsel","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152088.jpg",5,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten in Ausführung 
Hochhäuser 
Wohnhäuser
Großtafelbauweise
WHH GT 18/21
Altbau
Inselbrücke
Spreeufer
Grünfläche
Baustelle
Bauschuppen",1968,"152088.jpg",13560853744,"https://farm3.staticflickr.com/2885/13560853744_5ff058fa22_t.jpg","https://farm3.staticflickr.com/2885/13560853744_5ff058fa22_m.jpg","https://farm3.staticflickr.com/2885/13560853744_5ff058fa22_s.jpg","https://farm3.staticflickr.com/2885/13560853744_5ff058fa22.jpg","https://farm3.staticflickr.com/2885/13560853744_a37ae9258c_o.jpg","okfde",152088,"52.512927","13.408067",25
"Gisela Dutschmann (*1933)","Unbekannt
 ","Fischerinsel","Berlin, Mitte, Fischerinsel","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152096.jpg",7,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten teilweise in Ausführung 
Hochhäuser 
Wohnhäuser
Großtafelbauweise
WHH GT 18/21
Altbau
Inselbrücke
Spreeufer
Grünfläche
Mühlendammschleuse
Passanten",1969,"152096.jpg",13561137975,"https://farm4.staticflickr.com/3699/13561137975_3fb0b2e218_t.jpg","https://farm4.staticflickr.com/3699/13561137975_3fb0b2e218_m.jpg","https://farm4.staticflickr.com/3699/13561137975_3fb0b2e218_s.jpg","https://farm4.staticflickr.com/3699/13561137975_3fb0b2e218.jpg","https://farm4.staticflickr.com/3699/13561137975_e814081eb2_o.jpg","okfde",152096,"52.512927","13.408067",25
"Gisela Dutschmann (*1933)","Unbekannt
 ","Fischerinsel","Berlin, Mitte, Fischerinsel","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152098.jpg",8,"04/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten teilweise in Ausführung 
Hochhäuser 
Wohnhäuser
Großtafelbauweise
WHH GT 18/21
Altbau
Spreeufer
Grünfläche
Mühlendammschleuse",1969,"152098.jpg",13561132905,"https://farm4.staticflickr.com/3720/13561132905_8ce426ee9f_t.jpg","https://farm4.staticflickr.com/3720/13561132905_8ce426ee9f_m.jpg","https://farm4.staticflickr.com/3720/13561132905_8ce426ee9f_s.jpg","https://farm4.staticflickr.com/3720/13561132905_8ce426ee9f.jpg","https://farm4.staticflickr.com/3720/13561132905_18d01716e9_o.jpg","okfde",152098,"52.512927","13.408067",25
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansichten","Berlin, Mitte, Fischerinsel","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152117.jpg",12,"04/28/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten teilweise in Ausführung 
Wohnhaus
Großtafelbauweise
WHH GT 18/21
Im Hintergrund Altbebauung und Ahornblatt
Schalendach
Spreeufer
Turmdrehkran
Kran
Baustelle
Bauschuppen
Fernsehturn
Grünstraßenbrücke
Grünfläche",1970,"152117.jpg",13561482944,"https://farm3.staticflickr.com/2929/13561482944_4c9ea50d81_t.jpg","https://farm3.staticflickr.com/2929/13561482944_4c9ea50d81_m.jpg","https://farm3.staticflickr.com/2929/13561482944_4c9ea50d81_s.jpg","https://farm3.staticflickr.com/2929/13561482944_4c9ea50d81.jpg","https://farm3.staticflickr.com/2929/13561482944_1fb9e28c88_o.jpg","okfde",152117,"52.512927","13.408067",25
"Gisela Dutschmann (*1933)","Heinz Aust, Urheber/in (Lippen/bei Hoyerswerda *1927)
Walter Herzog, Urheber/in
 ","Am Fuße des Fernsehturmes","Berlin, Mitte, Rathausstraße","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152147.jpg",6,"04/28/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Fußbebauung des Fernsehturms (Architekten: Walter Herzog, Heinz Aust)
Nachtaufnahme
Passanten
Grünfläche
Sitzecken",1970,"152147.jpg",13561477904,"https://farm3.staticflickr.com/2874/13561477904_c401e7444b_t.jpg","https://farm3.staticflickr.com/2874/13561477904_c401e7444b_m.jpg","https://farm3.staticflickr.com/2874/13561477904_c401e7444b_s.jpg","https://farm3.staticflickr.com/2874/13561477904_c401e7444b.jpg","https://farm3.staticflickr.com/2874/13561477904_f8c800378a_o.jpg","okfde",152147,"52.519926","13.410532",25
"Gisela Dutschmann (*1933)","Unbekannt
 ","Straßenansichten","Berlin, Mitte, Fischerinsel/Friedrichsgracht (ab 1969 an dieser Stelle verkürzt)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","152358.jpg",5,"05/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten 
Wohnhaus
Großtafelbauweise
WHH GT 18/21
Altbau
Spreeufer
Laterne
PKWs
Turmdrehkran
Roßstraßenbrücke
Spreekanal
Geländer",1970,"152358.jpg",13561474014,"https://farm8.staticflickr.com/7210/13561474014_6e58af8bb2_t.jpg","https://farm8.staticflickr.com/7210/13561474014_6e58af8bb2_m.jpg","https://farm8.staticflickr.com/7210/13561474014_6e58af8bb2_s.jpg","https://farm8.staticflickr.com/7210/13561474014_6e58af8bb2.jpg","https://farm8.staticflickr.com/7210/13561474014_d7ff89b0a7_o.jpg","okfde",152358,"52.513404","13.402057",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Heinz Aust, Urheber/in (Lippen/bei Hoyer","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153971.jpg",4,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Wohnhäuser
Plattenbau QP
Ladenpavillons in Ausführung
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert) in Ausführung
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust) in Ausführung
Draufsicht vom Haus des Lehrers
Stadtsilhouette
Grünflächen
Baugerüste
Bauwagen
Baustelle

Bezeichnung als ""Großblockbauten""",1962,"153971.jpg",13561176273,"https://farm4.staticflickr.com/3677/13561176273_257072f149_t.jpg","https://farm4.staticflickr.com/3677/13561176273_257072f149_m.jpg","https://farm4.staticflickr.com/3677/13561176273_257072f149_s.jpg","https://farm4.staticflickr.com/3677/13561176273_257072f149.jpg","https://farm4.staticflickr.com/3677/13561176273_c9da93d6fd_o.jpg","okfde",153971,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
Horst Bauer, Urheber/in
 
Heinz Aust, Urh","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153972.jpg",8,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Wohnhäuser
Plattenbauweise
Ladenpavillon
Mokka-Milch-Eisbar
Café, Gaststätte
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Restaurant Moskau (Architekten: Josef Kaiser und Horst Bauer)
Draufsicht
Stadtsilhouette
Hochhaus in Ausführung

Im Hintergrund Hochhäuser am Strausberger Platz",1965,"153972.jpg",13561462034,"https://farm8.staticflickr.com/7315/13561462034_41a654f61d_t.jpg","https://farm8.staticflickr.com/7315/13561462034_41a654f61d_m.jpg","https://farm8.staticflickr.com/7315/13561462034_41a654f61d_s.jpg","https://farm8.staticflickr.com/7315/13561462034_41a654f61d.jpg","https://farm8.staticflickr.com/7315/13561462034_b0da410e08_o.jpg","okfde",153972,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
Horst Bauer, Urheber/in
 
Heinz Aust, Urh","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153974.jpg",8,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Wohnhäuser
Plattenbau QP
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Restaurant Moskau (Architekten: Josef Kaiser und Horst Bauer)
Draufsicht vom Hotel Berolina
Grünflächen
Parkplatz
PKW
Hochhaus in Ausführung",1965,"153974.jpg",13561164213,"https://farm4.staticflickr.com/3760/13561164213_833b19ddd5_t.jpg","https://farm4.staticflickr.com/3760/13561164213_833b19ddd5_m.jpg","https://farm4.staticflickr.com/3760/13561164213_833b19ddd5_s.jpg","https://farm4.staticflickr.com/3760/13561164213_833b19ddd5.jpg","https://farm4.staticflickr.com/3760/13561164213_9d90b22e8b_o.jpg","okfde",153974,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Heinz Aust, Urheber/in (Lippen/bei Hoyer","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153975.jpg",4,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Wohnhäuser
Plattenbau QP
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Draufsicht
Grünflächen
Altbebauung
NS-Architektur",1965,"153975.jpg",13561450694,"https://farm4.staticflickr.com/3792/13561450694_23ae9089a4_t.jpg","https://farm4.staticflickr.com/3792/13561450694_23ae9089a4_m.jpg","https://farm4.staticflickr.com/3792/13561450694_23ae9089a4_s.jpg","https://farm4.staticflickr.com/3792/13561450694_23ae9089a4.jpg","https://farm4.staticflickr.com/3792/13561450694_078476c8e9_o.jpg","okfde",153975,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Heinz Aust, Urheber/in (Lippen/bei Hoyer","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153976.jpg",8,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert), u.a. verglaster Eingangsbereich
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Komplexzentrum ""Sternchen"" (Architekt: Kollektiv Walter Werner) mit Gaststätte ""Nationale Front""
Blumenkübel
PKWs
Bauwagen
Filmplakat: ""Das Wunder des Malachias""",1964,"153976.jpg",13561445104,"https://farm3.staticflickr.com/2939/13561445104_b1a76b9b16_t.jpg","https://farm3.staticflickr.com/2939/13561445104_b1a76b9b16_m.jpg","https://farm3.staticflickr.com/2939/13561445104_b1a76b9b16_s.jpg","https://farm3.staticflickr.com/2939/13561445104_b1a76b9b16.jpg","https://farm3.staticflickr.com/2939/13561445104_b2cefcd286_o.jpg","okfde",153976,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Heinz Aust, Urheber/in (Lippen/bei Hoyer","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","153977.jpg",2,"07/06/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Filmplakat: ""Der Teufel und die 10 Gebote""
Straßenlaterne",1964,"153977.jpg",13561083745,"https://farm8.staticflickr.com/7106/13561083745_affd509d77_t.jpg","https://farm8.staticflickr.com/7106/13561083745_affd509d77_m.jpg","https://farm8.staticflickr.com/7106/13561083745_affd509d77_s.jpg","https://farm8.staticflickr.com/7106/13561083745_affd509d77.jpg","https://farm8.staticflickr.com/7106/13561083745_2281a7b8c2_o.jpg","okfde",153977,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Walter Werner, Urheber/in","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","154149.jpg",8,"07/11/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Komplexzentrum ""Sternchen"" (Architekt: Kollektiv Walter Werner) mit Gaststätte ""Nationale Front""
PKWs
Grünflächen",1964,"154149.jpg",13561143963,"https://farm8.staticflickr.com/7247/13561143963_7d85fa0567_t.jpg","https://farm8.staticflickr.com/7247/13561143963_7d85fa0567_m.jpg","https://farm8.staticflickr.com/7247/13561143963_7d85fa0567_s.jpg","https://farm8.staticflickr.com/7247/13561143963_7d85fa0567.jpg","https://farm8.staticflickr.com/7247/13561143963_ab1440ee7d_o.jpg","okfde",154149,"52.517709","13.434658",50
"Gisela Dutschmann (*1933)","Werner Dutschke, Urheber/in (Chemnitz *1919)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Günter Kunert, Urheber/in (Gradlitz/Trautenau *1928)
 
Heinz Aust, Urheber/in (Lippen/bei Hoyer","Straßenansichten","Berlin, Mitte, Karl-Marx-Allee (1949-1961 Stalinallee)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","154157.jpg",1,"07/11/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Karl-Marx-Allee II (Städtebau: Kollektiv Werner Dutschke, Architektur: Kollektiv Josef Kaiser)
Neubauten
Hotel Berolina (Architekten: Josef Kaiser und Günter Kunert)
Kino ""International"" (Architekten: Josef Kaiser und Heinz Aust)
Verkaufspavillon 
Mokka-Milch-Eisbar
Gaststätte
Straßenlaternen
PKWs, u.a. Wartburg, GAZ (sowjetischer Jeep)",1965,"154157.jpg",13561430154,"https://farm4.staticflickr.com/3724/13561430154_38068b5b8c_t.jpg","https://farm4.staticflickr.com/3724/13561430154_38068b5b8c_m.jpg","https://farm4.staticflickr.com/3724/13561430154_38068b5b8c_s.jpg","https://farm4.staticflickr.com/3724/13561430154_38068b5b8c.jpg","https://farm4.staticflickr.com/3724/13561430154_24ced060c7_o.jpg","okfde",154157,"52.517709","13.434658",50
